"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z"
16232708020004,"39.81.1144",2014,"221E","221",40,"500",0,4,35,10.6480380486602,0.301552115812941,0.0389681634494571,76,5,40.450978,-80.831679,0
16232776020004,"39.5.2830",2014,"221F","221",40,"800",0,4,3,13.646029372937,0.544586667823468,0.070773667645194,83,5,40.832613,-82.281005,0
16232789020004,"39.9.5492",2014,"221E","221",40,"800",0,1,24,12.901205800665,0.762533128920641,0.0779441295124196,58,4,39.451552,-81.969438,0
16232819020004,"39.13.5524",2014,"221E","221",40,"500",0,4,32,12.602708473561,0.594531394267084,0.1963085002665,80,4,39.959709,-81.209461,0
16232837020004,"39.115.1719",2014,"221E","221",40,"500",0,5,30,10.0709979644522,0.557398809337484,0.112067806246664,73,5,39.678311,-81.854862,0
16232844020004,"39.55.2001",2014,"221F","221",40,"800",0,6,5,5.46122696836526,0.0153511054886039,0,5,4,41.657605,-81.030837,0
16232851020004,"39.169.1391",2014,"221F","221",40,"500",0,5,6,11.1434584697331,0.460041541412784,0.0562956181322191,78,5,40.827477,-82.118815,0
16232876020004,"39.67.2499",2014,"221E","221",40,"500",0,3,13,8.52094657959108,0.620567416435492,0.0638491257022813,36,4,40.187471,-80.935141,0
16232886020004,"39.115.1628",2014,"221E","221",40,"500",0,5,0,6.37240143117177,0.0287731869914969,0.400811965427083,20,3,39.657341,-81.697723,0
16232915020004,"39.111.3187",2014,"221E","221",40,"500",0,5,27,13.5000966180117,0.614698206837078,0.0559164887821146,72,6,39.797298,-80.977671,0
16232919020004,"39.111.968",2014,"221E","221",40,"500",0,2,37,11.8575573651012,0.670508645500236,0.0823436786796755,75,5,39.645706,-81.044276,0
16232925020004,"39.53.4009",2014,"221E","221",40,"500",0,4,25,10.6047159320747,0.362141927560032,0.114985045327658,73,4,38.74456,-82.290727,0
16232931020004,"39.87.1186",2014,"221E","221",40,"500",0,5,16,14.7800541270998,0.26818805830438,0.124992424398579,40,5,38.598116,-82.510378,0
16232952020004,"39.73.3360",2014,"221E","221",40,"500",0,3,12,15.455856495193,0.690491904575045,0,57,5,39.501485,-82.588711,0
16232956020004,"39.73.4638",2014,"221E","221",40,"500",0,2,41,11.6033717209317,0.404795530904685,0.0298709751003457,50,4,39.378446,-82.659223,0
16233036020004,"39.29.929",2014,"221F","221",40,"800",0,5,5,7.88010152218866,0.135956762254542,0.241717964399229,15,5,40.86173,-80.915587,0
16233041020004,"39.19.2133",2014,"221E","221",40,"500",0,5,28,12.9933595080082,0.62511026370936,0.0616401548303982,109,5,40.662028,-81.043873,0
16233042020004,"39.167.3967",2014,"221E","221",40,"500",0,5,37,8.22954534993682,0.350853720979508,0.256281087059037,50,6,39.419283,-81.336001,0
16233048020004,"39.163.1260",2014,"221E","221",40,"500",0,4,14,9.07323736951902,0.428417212471021,0.0715781348951346,29,4,39.219888,-82.574132,0
16233071020004,"39.157.3042",2014,"221E","221",40,"500",0,3,14,9.63640858257735,0.472614437665447,0.112555877053817,27,6,40.276271,-81.398362,0
16233075020004,"39.167.2907",2014,"221E","221",40,"500",0,5,25,14.7763177150937,0.663064488795294,0.178102849961429,69,4,39.495863,-81.121784,0
16233078020004,"39.121.3566",2014,"221E","221",40,"500",0,4,14,10.5474302896149,0.644090746858412,0.122101913873805,59,4,39.731022,-81.331606,0
16233084020004,"39.105.4389",2014,"221E","221",40,"500",0,5,10,7.49376211179907,0.191822943892458,0.193121067517819,47,5,38.961275,-81.846616,0
16233093020004,"39.131.4171",2014,"221E","221",40,"500",0,4,3,11.438449414147,0.685893635630436,0.0587643495043016,50,4,39.076135,-82.815445,0
16264591020004,"42.19.5838",2014,"221E","221",40,"500",0,5,27,12.8748698139932,0.655561815730839,0.0671543999403074,91,5,41.099124,-79.909073,0
16264641020004,"42.27.4897",2014,"M221A","M221",40,"100",0,5,0,9.93937176642021,0.526668853444494,0.0380915194037185,65,5,40.910693,-77.442707,0
16264650020004,"42.49.4660",2014,"221F","221",40,"800",0,5,1,10.9886775584125,0.626523458939368,0.103369489445529,68,5,42.003459,-79.764253,0
16264677020004,"42.65.5088",2014,"211G","211",40,"500",0,3,8,11.0482181821324,0.30358251962534,0,93,5,41.306849,-79.100271,0
16264697020004,"42.59.5672",2014,"221E","221",40,"500",0,5,44,9.65224498929308,0.607626434762637,0.0845253553304576,48,4,39.854638,-80.231996,0
16264740020004,"42.65.2948",2014,"221E","221",40,"800",0,4,40,12.2195540016811,0.666911357281691,0.0452139490892819,88,4,40.919908,-79.010563,0
16264786020004,"42.39.5742",2014,"221F","221",40,"500",0,4,5,10.1336244664772,0.518403922753876,0.098443185893515,49,5,41.760238,-80.421957,0
16264806020004,"42.39.5518",2014,"221F","221",40,"500",0,3,2,10.2323769702615,0.468290009492682,0.0916039599604425,42,4,41.656961,-80.274004,0
16264853020004,"42.39.3324",2014,"211G","211",40,"800",0,2,0,13.3679888165722,0.413661621926405,0.0266973015354901,62,5,41.650777,-79.626064,0
16264856020004,"42.121.3848",2014,"211G","211",40,"500",0,3,7,10.7054725658022,0.154034106677487,0.231960019550179,93,5,41.479558,-79.728946,0
16264904020004,"42.83.6142",2014,"211G","211",40,"800",0,6,3,10.2159483162357,0.476465659353215,0.0641686730395285,98,5,41.675247,-78.563087,0
16264975020004,"42.47.5365",2014,"211G","211",40,"800",0,5,0,9.31826164045633,0.0599212293344275,0,40,5,41.34457,-78.734336,0
16264983020004,"42.5.3087",2014,"221E","221",40,"500",0,2,26,9.10359569321126,0.674362046358635,0.021786618308315,62,5,40.636454,-79.49514,0
16265236020004,"42.109.3242",2014,"M221A","M221",40,"500",0,3,30,9.41751471107602,0.376238416982742,0.0245459441281704,75,5,40.733018,-76.869492,0
16265346020004,"42.89.4365",2014,"211F","211",40,"500",0,4,15,12.040182722866,0.540458698750081,0.0570315136842673,65,5,41.04799,-75.299793,0
16265445020004,"42.29.5695",2014,"221D","221",40,"800",0,3,13,14.2054315567773,0.218140744061974,0,95,5,40.084931,-75.526115,0
16265508020004,"42.31.4581",2014,"221E","221",40,"800",0,5,31,11.2957403475824,0.352043248358575,0.106410923093503,65,5,41.0949,-79.409827,0
16265523020004,"42.125.6056",2014,"221E","221",40,"800",0,5,28,12.9093276641636,0.730932254126442,0.0397942176611764,78,4,40.059038,-80.482374,0
16365510020004,"50.19.1160",2014,"M211C","M211",40,"800",0,6,0,9.10685812258349,0.526688156446762,0.221004345570028,54,4,44.89643,-72.280614,0
16365519020004,"50.15.1099",2014,"M211C","M211",40,"100",0,4,0,10.8584624554562,0.477201587310556,0.0322433266913542,75,3,44.47698,-72.632023,0
16365546020004,"50.17.381",2014,"M211B","M211",40,"100",0,3,8,8.87833183201681,0.801166546298935,0.093670269100487,83,6,43.989852,-72.396617,0
16365599020004,"50.27.1461",2014,"M211C","M211",40,"800",0,5,13,8.97669822992347,0.29516747494269,0.126046299949044,61,5,43.322711,-72.708945,0
16365607020004,"50.27.450",2014,"M211C","M211",40,"800",0,6,55,12.8459721313725,0.507552175340375,0.0363478247539323,80,4,43.864556,-72.690432,0
29637095020004,"54.77.108",2014,"M221B","M221",40,"500",0,6,12,10.4725256315489,0.554161140077381,0.00566598900545843,83,5,39.537507,-79.580626,0
29637099020004,"54.85.2191",2014,"221E","221",40,"500",0,3,30,10.2713567375868,0.283979525370955,0,88,5,39.093642,-81.091869,0
29637124020004,"54.19.1939",2014,"M221C","M221",40,"500",0,5,28,9.99107008690668,0.452197374253536,0.0338456204102537,88,5,38.073091,-80.925814,0
29637128020004,"54.103.922",2014,"221E","221",40,"800",0,5,33,16.1299101051432,0.378955302231924,0.0285269677211403,82,4,39.552259,-80.685962,0
29637129020004,"54.19.707",2014,"M221C","M221",40,"500",0,4,38,9.41502241414345,0.551609068040796,0.110161318490551,57,5,37.966363,-81.306384,0
29637195020004,"54.77.1265",2014,"M221B","M221",40,"500",0,4,40,8.9634256844133,0.15896409023915,0.0631745078626483,81,4,39.328138,-79.816881,0
29637240020004,"54.81.1643",2014,"M221C","M221",40,"500",0,5,57,9.38281526100894,0.292672277633362,0.3198289677089,32,5,37.916971,-81.523806,0
29637295020004,"54.59.1515",2014,"M221C","M221",40,"500",0,4,47,13.2721983861002,0.481814266050854,0.11938785264429,79,5,37.76305,-82.225638,0
29637301020004,"54.47.783",2014,"M221C","M221",40,"800",0,6,44,10.2989543905419,0.453776531238567,0.068066177813267,82,5,37.377918,-81.92513,0
29637308020004,"54.13.1008",2014,"221E","221",40,"800",0,3,33,16.126850099063,0.627758036071405,0.0970538051609472,72,4,38.978435,-81.179205,0
29637312020004,"54.87.2383",2014,"221E","221",40,"500",0,5,32,8.71673267752479,0.335263629626033,0.154680167833147,65,5,38.828695,-81.257209,0
29637330020004,"54.103.2014",2014,"221E","221",40,"500",0,3,42,13.8936751986764,0.579533777146458,0.0697233385850668,63,4,39.502371,-80.725793,0
29637380020004,"54.17.1047",2014,"221E","221",40,"500",0,4,30,12.7706489139828,0.462847412257609,0.123961856727618,74,4,39.355913,-80.634301,0
29637382020004,"54.17.131",2014,"221E","221",40,"500",0,2,31,15.0596945520153,0.939056433568582,0.0620591826950505,79,5,39.170992,-80.787079,0
29637417020004,"54.41.614",2014,"221E","221",40,"500",0,5,34,9.9490263342701,0.27454886895695,0,61,3,38.885183,-80.403191,0
29637448020004,"54.77.959",2014,"M221B","M221",40,"500",0,3,34,12.9092989739954,0.353136520550419,0.0647045079965422,77,5,39.707621,-79.648525,0
29637465020004,"54.15.1769",2014,"221E","221",40,"500",0,3,79,12.1395716563642,0.571891688900066,0.0533753146106809,100,4,38.437579,-81.164521,0
29637475020004,"54.25.619",2014,"M221B","M221",40,"500",0,6,31,10.1705233618799,0.887751234941045,0.0462262042803869,85,6,38.001138,-80.763438,0
29637489020004,"54.91.1536",2014,"221E","221",40,"500",0,4,47,12.2131392045931,0.67940868785812,0,55,5,39.26247,-80.056976,0
29637491020004,"54.1.1944",2014,"221E","221",40,"500",0,5,25,13.7558217340495,0.568974263391405,0,84,4,39.104612,-80.127376,0
29637496020004,"54.89.1648",2014,"M221B","M221",40,"500",0,3,21,10.4309934809681,0.610139158214346,0,55,5,37.592028,-81.03958,0
29637541020004,"54.67.1312",2014,"M221C","M221",40,"500",0,4,0,12.9059971294264,0.612119004085066,0.0622866901423998,90,5,38.342367,-80.685673,0
29637550020004,"54.83.2015",2014,"M221B","M221",40,"800",0,5,33,13.0388266343257,0.603778541793973,0.0163292875282372,77,5,38.8626,-79.583756,0
52253054020004,"51.143.65",2014,"231I","231",40,"500",0,4,24,10.3658558615261,0.647116498191623,0.088874977556549,72,5,36.977329,-79.494322,0
52253122020004,"51.117.28",2014,"231I","231",40,"500",0,7,10,14.7104271408639,0.297089508845345,0.0934681576226906,74,4,36.61935,-78.391667,0
52253444020004,"51.19.99",2014,"231I","231",40,"500",0,5,8,9.42816449338288,0.541809094321161,0.0327790384756844,59,4,37.210082,-79.375911,0
52253508020004,"51.59.9",2014,"221D","221",40,"500",0,3,11,15.5740168229009,0.85239413399218,0,102,4,38.803234,-77.35853,0
52253536020004,"51.33.6",2014,"232H","232",40,"500",0,3,6,8.9509776002401,0.528183641263527,0.253200613113166,40,5,37.882958,-77.399415,0
168249032020004,"9.7.581",2015,"221A","221",40,"500",0,5,20,12.1700135895253,0.688478567350761,0.0508322575293117,87,5,41.449461,-72.336106,0
168249046020004,"9.9.420",2014,"221A","221",40,"500",0,5,5,10.3836099136432,0.549946565512035,0.0344020622072356,54,5,41.500467,-72.869848,0
168249048020004,"9.1.492",2015,"221A","221",40,"500",0,2,12,14.4297532126429,0.89031971397858,0.0229939569644613,89,5,41.117108,-73.612543,0
168249069020004,"9.5.448",2015,"221A","221",40,"500",0,2,20,11.4854255471881,0.55853855389236,0.102963253538608,75,6,41.526444,-73.339288,0
168249072020004,"9.1.26",2015,"221A","221",40,"500",0,5,11,10.9008300251905,0.462404059646059,0.0158227326110267,87,5,41.326418,-73.31401,0
168249084020004,"9.3.359",2014,"221A","221",40,"500",0,5,37,11.1268970444521,0.787715417617477,0.132175598094652,101,5,41.88845,-72.933821,0
168249085020004,"9.5.341",2014,"221A","221",40,"500",0,4,0,12.5047990787537,0.68547473689933,0.252572529865215,63,5,41.970738,-73.055931,0
168249089020004,"9.5.520",2015,"M211C","M211",40,"800",0,3,15,16.2010361220686,0.53223076900241,0.0533456764952699,120,5,42.022498,-73.212488,0
168249106020004,"9.15.163",2015,"221A","221",40,"500",0,2,10,10.9977725017387,0.427434111616939,0.0725836725556295,89,5,41.923622,-71.841331,0
168258992020004,"10.5.194",2015,"232H","232",40,"500",0,4,0,9.25853660142898,0.339348970953817,0.0627799193792941,78,6,38.782154,-75.433249,0
168261973020004,"24.9.230",2015,"232A","232",40,"500",0,2,7,10.7067151825385,0.508988758181942,0.0370867505149561,90,5,38.55703,-76.569404,0
168262006020004,"24.1.312",2015,"M221B","M221",40,"800",0,6,25,10.323428782056,0.424858107096151,0.0350241839104696,83,5,39.628815,-78.972575,0
168262017020004,"24.23.39",2014,"M221B","M221",40,"500",0,3,14,6.13235229588541,0.423563684990523,0.470377108744922,39,6,39.692971,-79.112914,0
168262026020004,"24.23.703",2014,"M221B","M221",40,"500",0,4,42,8.29299982840022,0.495877270408006,0.209377426708917,43,6,39.586629,-79.355601,0
168262035020004,"24.33.1783",2015,"232A","232",40,"500",0,4,16,15.8569227783956,0.402226100273947,0.0388388396874164,127,5,38.73135,-76.801891,0
168262053020004,"24.15.1482",2015,"221D","221",40,"500",0,4,7,12.1018503795368,0.458590281764203,0.231880115166873,72,4,39.617762,-75.987922,0
168262077020004,"24.43.1315",2014,"M221A","M221",40,"500",0,4,27,12.0053973369227,0.54794307225235,0.066496647386931,112,4,39.712968,-77.975775,0
168262107020004,"24.33.1056",2015,"232A","232",40,"500",0,2,11,12.4923176392533,0.64153813067852,0.157693972007839,127,5,38.678996,-77.025164,0
168262108020004,"24.17.324",2015,"232A","232",40,"500",0,4,0,12.3532655897826,0.860635190380306,0.11740754018397,83,4,38.603293,-77.052219,0
168262109020004,"24.17.459",2015,"232A","232",40,"500",0,3,0,10.2460968178131,0.579139141585263,0.0810671594988294,76,5,38.530467,-77.093403,0
168262127020004,"24.25.1336",2014,"221D","221",40,"500",0,2,25,13.6028305877858,0.611335990755861,0.0763868819754461,92,5,39.69336,-76.479971,0
168262134020004,"24.5.1645",2015,"221D","221",40,"500",0,5,8,17.5398322194288,0.477398753704342,0,51,3,39.507884,-76.709653,0
168262154020004,"24.33.727",2015,"232A","232",40,"500",0,4,14,11.7981429246551,0.721838449774399,0.0453904882878769,82,5,38.594048,-76.720717,0
168262160020004,"24.11.620",2015,"232H","232",40,"500",0,5,0,10.8289734816679,0.303374666750824,0.24263832670663,96,6,38.81971,-75.740108,0
168262691020004,"25.27.1249",2014,"221A","221",40,"500",0,5,0,9.81143264392697,0.324625924514001,0.0193276575052021,70,5,42.216906,-71.62962,0
168262694020004,"25.17.1026",2015,"221A","221",40,"500",0,5,6,9.24317082480637,0.492832010687383,0.0961473227984462,81,6,42.690905,-71.670318,0
168262712020004,"25.27.160",2014,"M211B","M211",40,"100",0,6,0,14.4343340684633,0.248179140627119,0.020310206207659,58,5,42.506947,-72.144699,0
168262718020004,"25.15.1171",2015,"221A","221",40,"500",0,3,8,7.55590276979969,0.20850997192378,0.490010432028978,46,4,42.299882,-72.270458,0
168262719020004,"25.13.358",2014,"221A","221",40,"500",0,4,5,11.0291212320617,0.632928347140345,0.0480449683653908,95,5,42.204837,-72.333732,0
168262721020004,"25.13.961",2015,"221A","221",40,"500",0,5,13,10.5391531917892,0.511705593782934,0.118753006941524,92,6,42.056867,-72.273801,0
168262725020004,"25.11.331",2014,"M211B","M211",40,"800",0,5,7,11.8633990953368,0.894238343061531,0.072032765867078,115,5,42.665464,-72.366577,0
168262728020004,"25.11.1036",2014,"221A","221",40,"500",0,6,9,10.3087135214868,0.822554323699908,0.218937882641226,101,5,42.530173,-72.515561,0
168262734020004,"25.15.67",2015,"221A","221",40,"800",0,2,12,12.1239844935566,0.484722822262156,0.162626353622575,86,5,42.400378,-72.770253,0
168262740020004,"25.11.507",2015,"M211B","M211",40,"800",0,5,14,9.72939937104095,0.566425865705283,0.0498459939672134,107,5,42.594643,-72.825847,0
168262742020004,"25.3.785",2015,"M211C","M211",40,"100",0,4,0,11.671588055699,1.16324453095675,0.115264480178195,112,5,42.458381,-73.093687,0
168262754020004,"25.11.26",2014,"M211C","M211",40,"500",0,7,62,13.0929904910987,0.737107908932667,0.047357594418145,96,5,42.708801,-72.952719,0
168262755020004,"25.11.749",2014,"M211C","M211",40,"500",0,7,75,10.2086972724241,0.751963166506894,0.211478975143146,85,6,42.666897,-72.952759,0
168262756020004,"25.3.78",2014,"M211C","M211",40,"800",0,2,5,9.90432355085394,0.793108053358864,0.110898526045486,73,4,42.114957,-73.151913,0
168262757020004,"25.15.776",2015,"M211C","M211",40,"800",0,5,9,9.41491724162601,0.718296072585124,0.10675492711922,70,5,42.501543,-72.899233,0
168262762020004,"25.15.251",2015,"221A","221",40,"800",0,5,0,11.5804288924605,0.649432825858895,0.0249982940895852,54,5,42.199077,-72.737454,0
168262764020004,"25.13.1008",2015,"221A","221",40,"800",0,5,5,9.64826576427414,0.53076842772695,0.057500651647558,85,5,42.047537,-72.840179,0
168262771020004,"25.13.1144",2015,"221A","221",40,"800",0,2,30,11.3319383199414,0.948894764019734,0.137780377327303,103,5,42.252559,-72.921477,0
168262773020004,"25.3.79",2015,"M211C","M211",40,"800",0,5,24,11.8874784061694,0.871969360576298,0.103199024228409,110,6,42.128491,-73.094138,0
168262782020004,"25.9.357",2015,"221A","221",40,"500",0,5,11,10.1937889586421,0.700721297323249,0.159868694921266,92,6,42.772923,-70.909389,0
168262807020004,"25.27.1074",2014,"221A","221",40,"500",0,4,20,11.5651378631257,0.694452324557873,0.0153914370879664,79,5,42.164164,-71.642467,0
168262809020004,"25.27.113",2016,"221A","221",40,"500",0,5,13,9.46667529687538,0.57183565783177,0.0645865975803463,56,5,42.148089,-71.841933,0
168262810020004,"25.27.335",2015,"221A","221",40,"500",0,5,8,9.2267468342237,0.657163107209124,0.0873531002848535,99,6,42.082921,-72.108045,0
168262811020004,"25.27.404",2014,"221A","221",40,"500",0,3,0,12.2241705169548,0.624781713388885,0.0886054260603189,78,5,42.104395,-71.89564,0
168263189020004,"44.7.113",2015,"221A","221",40,"500",0,4,0,12.9450007137219,0.676644231136829,0.142641184410388,92,5,41.921636,-71.540177,0
168263192020004,"44.3.129",2014,"221A","221",40,"500",0,3,15,11.1715772356026,0.663990810818157,0.0729448141752474,78,5,41.682823,-71.660629,0
168263217020004,"44.9.120",2015,"221A","221",40,"100",0,6,5,12.143078185785,0.434830341655785,0,81,3,41.58925,-71.185704,0
168263223020004,"44.7.288",2014,"221A","221",40,"500",0,4,5,11.4771887702941,0.685416629809058,0.0670284466014918,91,5,42.007969,-71.627999,0
168988726020004,"36.109.3229",2014,"211F","211",40,"800",0,5,0,10.5876454084049,0.710519418189115,0.0462053879524021,88,5,42.349592,-76.407828,0
168988756020004,"36.15.171",2015,"211F","211",40,"800",0,3,11,10.412448843048,0.564062658079469,0.128516154134938,79,6,42.180099,-76.554501,0
168988779020004,"36.25.2823",2015,"211I","211",40,"800",0,6,20,10.8010416164368,0.50485775357792,0.152314439835033,54,6,42.282196,-75.219336,0
168988791020004,"36.39.3432",2014,"211I","211",40,"800",0,3,44,9.57900481956938,0.729705187071625,0.123326532894049,52,5,42.155403,-74.396216,0
168988798020004,"36.101.1166",2014,"211F","211",40,"800",0,5,17,8.12340012738691,0.355650147327991,0.0640448596899298,47,6,42.279125,-77.318104,0
168988806020004,"36.65.1384",2014,"211J","211",40,"800",0,5,60,9.89391347291474,0.380671916477014,0.290355530064368,80,4,43.350688,-75.571244,0
168988810020004,"36.105.6320",2015,"221B","221",40,"800",0,4,7,9.34027378001921,0.579198899442896,0.137100360338671,68,6,41.554017,-74.446906,0
168988813020004,"36.27.2850",2014,"221A","221",40,"500",0,7,57,8.23717676640978,0.537039878415424,0.113642499347644,65,6,41.488607,-73.943387,0
168988821020004,"36.89.4939",2014,"211E","211",40,"800",0,5,0,7.53079392513546,0.232748952117187,0.39292256040897,57,5,44.588339,-74.97747,0
168988832020004,"36.69.6378",2015,"222I","222",40,"500",0,4,10,8.61480207635758,0.424935951834505,0.242562911361388,65,5,42.950064,-77.178087,0
